booking_id,customer_id,stylist_id,service_type,booking_date,booking_hour,day_of_week,lead_time_days,duration_mins,price,showed_up,loyalty_tier,location,age,gender,hist_noshow_rate
BK02814,CUST0348,STYLIST04,Manicure,2025-06-28,11,5,1,45,573,1,Bronze,Nellore,62,Female,0.23076923076923073
BK02815,CUST0470,STYLIST08,Facial,2025-08-27,18,2,2,60,951,1,Silver,Nellore,44,Female,0.18181818181818177
BK02816,CUST0497,STYLIST10,Haircut,2026-03-06,15,4,2,30,359,1,Bronze,Chennai,27,Female,0.25
BK02817,CUST0038,STYLIST08,Haircut,2024-11-28,11,3,3,30,203,1,Bronze,Bangalore,21,Female,0.33333333333333337
BK02818,CUST0099,STYLIST01,Haircut,2025-01-11,14,5,7,30,387,0,Gold,Nellore,36,Male,0.08333333333333337
BK02819,CUST0345,STYLIST02,Waxing,2024-10-23,12,2,1,30,327,1,Silver,Nellore,39,Female,0.3076923076923077
BK02820,CUST0268,STYLIST06,Haircut,2026-01-25,16,6,7,30,339,1,Bronze,Nellore,36,Female,0.09999999999999998
BK02821,CUST0317,STYLIST02,Facial,2024-11-10,18,6,1,60,739,1,Bronze,Nellore,18,Female,0.2222222222222222
BK02822,CUST0143,STYLIST02,Hair Spa,2025-08-08,19,4,1,60,554,1,Silver,Hyderabad,58,Female,0.0
BK02823,CUST0356,STYLIST03,Hair Colour,2024-08-07,12,2,3,90,1918,1,Bronze,Nellore,34,Female,0.19999999999999996
BK02824,CUST0428,STYLIST08,Waxing,2025-12-29,18,0,3,30,381,1,Bronze,Nellore,45,Female,0.1428571428571429
BK02825,CUST0345,STYLIST10,Hair Colour,2024-11-08,10,4,1,90,1916,1,Silver,Nellore,39,Female,0.3076923076923077
BK02826,CUST0450,STYLIST08,Haircut,2025-03-21,11,4,2,30,308,0,Bronze,Nellore,49,Female,0.25
BK02827,CUST0065,STYLIST01,Facial,2024-07-15,17,0,1,60,968,1,Bronze,Hyderabad,60,Female,0.0
BK02828,CUST0076,STYLIST10,Haircut,2026-03-14,17,5,1,30,310,1,Silver,Hyderabad,21,Female,0.0
BK02829,CUST0001,STYLIST05,Hair Spa,2025-11-30,18,6,14,60,774,0,Silver,Chennai,36,Male,0.3076923076923077
BK02830,CUST0386,STYLIST01,Haircut,2026-02-08,18,6,0,30,254,1,Bronze,Hyderabad,49,Female,0.0
BK02831,CUST0054,STYLIST02,Manicure,2024-05-05,12,6,0,45,552,1,Bronze,Chennai,46,Female,0.4285714285714286
BK02832,CUST0370,STYLIST04,Hair Colour,2024-10-17,19,3,0,90,955,1,Bronze,Chennai,54,Male,0.33333333333333337
BK02833,CUST0079,STYLIST06,Waxing,2024-10-23,18,2,7,30,360,1,Silver,Chennai,19,Male,0.19999999999999996
BK02834,CUST0012,STYLIST01,Hair Colour,2024-11-23,18,5,2,90,861,1,Silver,Nellore,32,Female,0.08333333333333337
BK02835,CUST0208,STYLIST08,Pedicure,2024-05-23,16,3,7,45,645,1,Bronze,Nellore,50,Female,0.0
BK02836,CUST0330,STYLIST03,Haircut,2025-05-06,18,1,7,30,340,1,Bronze,Nellore,42,Male,0.125
BK02837,CUST0232,STYLIST04,Hair Colour,2025-12-19,16,4,14,90,1815,0,Silver,Nellore,38,Female,0.125
BK02838,CUST0290,STYLIST07,Haircut,2025-02-13,18,3,3,30,387,0,Bronze,Chennai,28,Male,0.30000000000000004
BK02839,CUST0255,STYLIST01,Waxing,2024-11-28,12,3,3,30,455,1,Bronze,Bangalore,29,Female,0.08333333333333337
BK02840,CUST0257,STYLIST03,Manicure,2024-10-19,18,5,1,45,330,1,Gold,Chennai,60,Female,0.25
BK02841,CUST0339,STYLIST04,Waxing,2024-12-05,19,3,7,30,375,0,Gold,Nellore,39,Male,0.2222222222222222
BK02842,CUST0083,STYLIST04,Manicure,2024-07-16,17,1,1,45,498,1,Silver,Nellore,38,Female,0.08333333333333337
BK02843,CUST0487,STYLIST08,Waxing,2024-10-20,18,6,7,30,420,1,Bronze,Nellore,53,Female,0.0
BK02844,CUST0030,STYLIST09,Haircut,2024-09-13,15,4,1,30,306,1,Silver,Chennai,54,Female,0.0
BK02845,CUST0486,STYLIST08,Haircut,2024-05-17,18,4,1,30,316,0,Silver,Chennai,22,Female,0.4
BK02846,CUST0171,STYLIST08,Haircut,2025-08-07,10,3,2,30,343,1,Silver,Nellore,54,Female,0.09090909090909094
BK02847,CUST0014,STYLIST10,Haircut,2024-06-16,18,6,7,30,239,1,Gold,Hyderabad,60,Male,0.3076923076923077
BK02848,CUST0066,STYLIST08,Haircut,2025-03-31,10,0,2,30,206,1,Silver,Nellore,45,Other,0.19999999999999996
BK02849,CUST0352,STYLIST02,Waxing,2025-02-16,17,6,1,30,302,1,Gold,Chennai,47,Female,0.09999999999999998
BK02850,CUST0318,STYLIST01,Hair Colour,2026-03-03,17,1,0,90,1427,1,Gold,Hyderabad,45,Female,0.11764705882352944
BK02851,CUST0078,STYLIST03,Haircut,2025-11-14,11,4,2,30,342,0,Bronze,Nellore,53,Female,0.2857142857142857
BK02852,CUST0307,STYLIST10,Pedicure,2024-11-16,12,5,0,45,687,1,Bronze,Nellore,38,Female,0.2222222222222222
BK02853,CUST0294,STYLIST01,Haircut,2024-06-20,14,3,14,30,343,1,Silver,Hyderabad,46,Female,0.125
BK02854,CUST0482,STYLIST02,Manicure,2025-03-06,10,3,0,45,331,0,Bronze,Hyderabad,53,Female,0.1875
BK02855,CUST0493,STYLIST08,Haircut,2025-05-02,15,4,2,30,286,1,Gold,Nellore,35,Female,0.0
BK02856,CUST0246,STYLIST10,Hair Colour,2025-03-26,17,2,7,90,1942,1,Bronze,Nellore,35,Male,0.15384615384615385
BK02857,CUST0421,STYLIST10,Haircut,2025-12-27,13,5,0,30,348,1,Gold,Hyderabad,35,Male,0.05555555555555558
BK02858,CUST0234,STYLIST03,Facial,2024-12-22,15,6,1,60,867,0,Bronze,Nellore,62,Female,0.2222222222222222
BK02859,CUST0284,STYLIST09,Hair Colour,2024-07-14,11,6,1,90,939,1,Bronze,Hyderabad,23,Female,0.09090909090909094
BK02860,CUST0483,STYLIST06,Manicure,2024-09-15,14,6,2,45,388,1,Silver,Hyderabad,46,Female,0.0
BK02861,CUST0322,STYLIST02,Hair Colour,2024-06-14,14,4,0,90,1780,1,Bronze,Nellore,34,Female,0.33333333333333337
BK02862,CUST0258,STYLIST06,Waxing,2024-07-17,15,2,0,30,219,1,Silver,Nellore,34,Male,0.17647058823529416
BK02863,CUST0099,STYLIST10,Manicure,2026-03-14,12,5,0,45,333,1,Gold,Nellore,36,Male,0.08333333333333337
BK02864,CUST0387,STYLIST10,Pedicure,2024-08-04,19,6,1,45,458,0,Silver,Chennai,61,Female,0.11111111111111116
BK02865,CUST0256,STYLIST04,Haircut,2025-03-14,10,4,2,30,202,1,Platinum,Bangalore,48,Female,0.0
BK02866,CUST0174,STYLIST03,Pedicure,2024-09-30,11,0,1,45,435,0,Silver,Nellore,41,Female,0.08333333333333337
BK02867,CUST0040,STYLIST10,Manicure,2025-02-16,18,6,0,45,438,0,Silver,Nellore,47,Male,0.25
BK02868,CUST0097,STYLIST01,Hair Spa,2024-12-26,14,3,1,60,587,1,Bronze,Nellore,50,Male,0.2142857142857143
BK02869,CUST0099,STYLIST03,Manicure,2025-12-01,12,0,14,45,304,1,Gold,Nellore,36,Male,0.08333333333333337
BK02870,CUST0218,STYLIST01,Hair Colour,2025-03-21,9,4,0,90,1065,1,Bronze,Nellore,56,Male,0.2727272727272727
BK02871,CUST0106,STYLIST05,Haircut,2025-09-10,14,2,2,30,299,1,Bronze,Nellore,53,Male,0.18181818181818177
BK02872,CUST0474,STYLIST04,Pedicure,2024-09-02,16,0,14,45,575,1,Silver,Hyderabad,53,Female,0.0
BK02873,CUST0163,STYLIST05,Facial,2026-03-27,18,4,2,60,841,1,Silver,Nellore,53,Female,0.09090909090909094
BK02874,CUST0140,STYLIST08,Hair Colour,2025-07-29,18,1,7,90,998,1,Silver,Chennai,27,Female,0.10526315789473684
BK02875,CUST0043,STYLIST08,Haircut,2026-02-23,16,0,3,30,204,1,Bronze,Hyderabad,20,Female,0.0
BK02876,CUST0472,STYLIST07,Hair Colour,2024-08-27,14,1,7,90,1751,1,Bronze,Nellore,28,Female,0.2222222222222222
BK02877,CUST0061,STYLIST06,Pedicure,2026-03-14,14,5,0,45,492,1,Bronze,Bangalore,60,Male,0.19999999999999996
BK02878,CUST0489,STYLIST10,Haircut,2024-05-05,17,6,1,30,263,1,Gold,Bangalore,44,Male,0.21052631578947367
BK02879,CUST0217,STYLIST05,Facial,2024-07-10,19,2,7,60,1001,1,Bronze,Nellore,37,Female,0.18181818181818177
BK02880,CUST0070,STYLIST08,Haircut,2025-03-31,19,0,0,30,298,1,Silver,Chennai,53,Female,0.19999999999999996
BK02881,CUST0261,STYLIST04,Hair Spa,2024-05-13,17,0,0,60,685,0,Silver,Nellore,42,Male,0.2222222222222222
BK02882,CUST0299,STYLIST05,Pedicure,2025-06-02,20,0,7,45,409,1,Gold,Nellore,35,Female,0.07692307692307687
BK02883,CUST0425,STYLIST01,Bridal Package,2025-08-10,16,6,3,180,12869,1,Silver,Bangalore,19,Female,0.0714285714285714
BK02884,CUST0456,STYLIST08,Waxing,2024-06-20,17,3,1,30,455,1,Silver,Hyderabad,30,Female,0.0
BK02885,CUST0039,STYLIST09,Haircut,2025-03-19,19,2,3,30,254,1,Bronze,Bangalore,28,Female,0.0
BK02886,CUST0445,STYLIST08,Waxing,2025-02-04,19,1,0,30,271,0,Gold,Nellore,48,Female,0.1428571428571429
BK02887,CUST0299,STYLIST04,Hair Colour,2025-05-07,12,2,0,90,1679,1,Gold,Nellore,35,Female,0.07692307692307687
BK02888,CUST0361,STYLIST05,Facial,2026-04-21,9,1,0,60,689,1,Bronze,Hyderabad,62,Female,0.09999999999999998
BK02889,CUST0011,STYLIST05,Pedicure,2026-03-11,16,2,2,45,462,1,Gold,Nellore,26,Female,0.08333333333333337
BK02890,CUST0069,STYLIST03,Facial,2024-05-25,18,5,7,60,974,1,Silver,Hyderabad,57,Male,0.0
BK02891,CUST0474,STYLIST04,Waxing,2025-01-19,15,6,14,30,494,1,Silver,Hyderabad,53,Female,0.0
BK02892,CUST0265,STYLIST03,Facial,2025-05-04,18,6,2,60,610,0,Silver,Nellore,52,Female,0.15384615384615385
BK02893,CUST0203,STYLIST02,Hair Spa,2026-01-23,11,4,1,60,574,1,Gold,Bangalore,39,Female,0.08333333333333337
BK02894,CUST0216,STYLIST06,Waxing,2024-12-02,12,0,1,30,476,1,Bronze,Hyderabad,52,Female,0.0625
BK02895,CUST0303,STYLIST05,Hair Spa,2025-11-20,12,3,1,60,763,1,Bronze,Nellore,33,Other,0.0
BK02896,CUST0075,STYLIST03,Bridal Package,2025-03-08,10,5,1,180,7333,1,Bronze,Hyderabad,52,Female,0.2222222222222222
BK02897,CUST0473,STYLIST03,Haircut,2026-04-07,16,1,1,30,276,0,Bronze,Nellore,50,Other,0.33333333333333337
BK02898,CUST0042,STYLIST05,Facial,2026-05-04,16,0,14,60,1190,1,Bronze,Nellore,24,Male,0.19999999999999996
BK02899,CUST0462,STYLIST07,Hair Colour,2025-03-23,9,6,2,90,1206,1,Bronze,Nellore,60,Female,0.125
BK02900,CUST0179,STYLIST06,Haircut,2024-07-29,17,0,1,30,330,1,Gold,Nellore,40,Female,0.125
BK02901,CUST0177,STYLIST01,Haircut,2025-02-16,10,6,3,30,294,1,Gold,Nellore,22,Other,0.18181818181818177
BK02902,CUST0134,STYLIST03,Manicure,2025-08-13,15,2,1,45,349,1,Gold,Chennai,64,Female,0.06666666666666665
BK02903,CUST0340,STYLIST07,Bridal Package,2025-02-09,10,6,2,180,13470,1,Silver,Nellore,58,Female,0.0
BK02904,CUST0156,STYLIST07,Haircut,2025-05-22,15,3,0,30,325,1,Bronze,Nellore,29,Female,0.0
BK02905,CUST0064,STYLIST03,Hair Colour,2026-03-04,14,2,0,90,974,0,Silver,Nellore,56,Female,0.23076923076923073
BK02906,CUST0021,STYLIST02,Manicure,2024-09-25,15,2,0,45,414,1,Bronze,Nellore,56,Female,0.18181818181818177
BK02907,CUST0095,STYLIST03,Hair Spa,2024-12-25,11,2,2,60,532,1,Bronze,Chennai,56,Female,0.0
BK02908,CUST0155,STYLIST09,Hair Spa,2024-08-16,10,4,0,60,826,1,Silver,Chennai,22,Female,0.3076923076923077
BK02909,CUST0363,STYLIST05,Waxing,2025-12-25,11,3,1,30,421,1,Silver,Nellore,60,Female,0.2222222222222222
BK02910,CUST0464,STYLIST02,Pedicure,2026-03-11,10,2,1,45,593,0,Bronze,Bangalore,56,Male,0.2727272727272727
BK02911,CUST0017,STYLIST04,Haircut,2025-11-07,12,4,7,30,385,1,Gold,Nellore,33,Female,0.2727272727272727
BK02912,CUST0148,STYLIST02,Waxing,2026-01-28,14,2,0,30,219,1,Silver,Nellore,27,Female,0.15384615384615385
BK02913,CUST0294,STYLIST08,Facial,2024-09-15,18,6,1,60,708,1,Silver,Hyderabad,46,Female,0.125
BK02914,CUST0408,STYLIST09,Manicure,2024-05-18,12,5,1,45,383,1,Bronze,Chennai,25,Female,0.0
BK02915,CUST0262,STYLIST06,Haircut,2025-10-06,15,0,0,30,387,0,Bronze,Nellore,58,Female,0.5
BK02916,CUST0244,STYLIST03,Haircut,2024-08-26,16,0,1,30,213,1,Bronze,Nellore,50,Female,0.11111111111111116
BK02917,CUST0356,STYLIST09,Hair Colour,2024-05-06,17,0,2,90,1516,1,Bronze,Nellore,34,Female,0.19999999999999996
BK02918,CUST0174,STYLIST06,Haircut,2025-07-09,18,2,0,30,394,1,Silver,Nellore,41,Female,0.08333333333333337
BK02919,CUST0074,STYLIST02,Waxing,2026-01-15,9,3,2,30,226,1,Silver,Nellore,54,Female,0.15384615384615385
BK02920,CUST0421,STYLIST01,Pedicure,2025-06-26,18,3,14,45,480,1,Gold,Hyderabad,35,Male,0.05555555555555558
BK02921,CUST0012,STYLIST01,Pedicure,2025-01-19,20,6,3,45,451,0,Silver,Nellore,32,Female,0.08333333333333337
BK02922,CUST0364,STYLIST04,Hair Spa,2025-06-14,15,5,7,60,767,1,Gold,Nellore,57,Female,0.11764705882352944
BK02923,CUST0499,STYLIST07,Hair Spa,2025-10-27,19,0,2,60,736,0,Silver,Chennai,45,Female,0.2727272727272727
BK02924,CUST0212,STYLIST10,Haircut,2025-04-20,10,6,2,30,335,1,Platinum,Nellore,28,Female,0.0
BK02925,CUST0276,STYLIST10,Hair Colour,2025-10-25,13,5,0,90,995,0,Gold,Chennai,22,Male,0.125
BK02926,CUST0108,STYLIST05,Haircut,2026-03-14,19,5,1,30,331,1,Silver,Nellore,35,Female,0.1333333333333333
BK02927,CUST0269,STYLIST09,Hair Spa,2024-12-14,16,5,1,60,867,1,Bronze,Bangalore,21,Female,0.1428571428571429
BK02928,CUST0103,STYLIST01,Hair Spa,2024-06-29,11,5,7,60,716,1,Platinum,Nellore,59,Female,0.1333333333333333
BK02929,CUST0190,STYLIST01,Hair Colour,2024-12-30,11,0,1,90,1348,1,Silver,Chennai,45,Female,0.125
BK02930,CUST0085,STYLIST07,Haircut,2024-06-16,18,6,3,30,361,1,Bronze,Nellore,56,Male,0.36363636363636365
BK02931,CUST0404,STYLIST05,Hair Spa,2024-07-05,18,4,0,60,692,1,Silver,Nellore,42,Female,0.0
BK02932,CUST0282,STYLIST02,Haircut,2026-02-25,16,2,0,30,286,1,Bronze,Nellore,47,Female,0.0
BK02933,CUST0061,STYLIST03,Bridal Package,2025-10-30,15,3,0,180,6840,0,Bronze,Bangalore,60,Male,0.19999999999999996
BK02934,CUST0276,STYLIST03,Haircut,2025-05-28,12,2,2,30,387,1,Gold,Chennai,22,Male,0.125
BK02935,CUST0454,STYLIST08,Hair Spa,2025-01-21,16,1,14,60,978,1,Platinum,Nellore,32,Female,0.16666666666666663
BK02936,CUST0428,STYLIST02,Haircut,2025-09-23,17,1,1,30,231,1,Bronze,Nellore,45,Female,0.1428571428571429
BK02937,CUST0052,STYLIST07,Bridal Package,2025-05-15,10,3,1,180,14281,1,Silver,Nellore,45,Female,0.2727272727272727
BK02938,CUST0495,STYLIST03,Hair Spa,2024-07-11,12,3,0,60,833,1,Gold,Chennai,32,Female,0.0
BK02939,CUST0239,STYLIST10,Haircut,2026-03-21,16,5,7,30,381,1,Bronze,Nellore,29,Male,0.07692307692307687
BK02940,CUST0016,STYLIST07,Pedicure,2024-12-01,10,6,0,45,660,1,Bronze,Chennai,37,Female,0.0
BK02941,CUST0252,STYLIST06,Hair Spa,2024-11-29,13,4,1,60,625,1,Gold,Hyderabad,54,Female,0.125
BK02942,CUST0101,STYLIST09,Haircut,2024-10-04,14,4,1,30,270,1,Gold,Hyderabad,25,Male,0.07692307692307687
BK02943,CUST0100,STYLIST10,Manicure,2026-01-18,15,6,7,45,480,0,Silver,Chennai,56,Female,0.4545454545454546
BK02944,CUST0482,STYLIST07,Hair Colour,2025-01-20,11,0,3,90,1118,1,Bronze,Hyderabad,53,Female,0.1875
BK02945,CUST0138,STYLIST04,Hair Spa,2024-11-26,16,1,2,60,863,1,Gold,Hyderabad,42,Male,0.09090909090909094
BK02946,CUST0473,STYLIST02,Haircut,2026-03-21,19,5,1,30,338,0,Bronze,Nellore,50,Other,0.33333333333333337
BK02947,CUST0183,STYLIST09,Pedicure,2025-09-11,14,3,0,45,561,1,Gold,Nellore,30,Female,0.125
BK02948,CUST0124,STYLIST10,Pedicure,2024-07-05,15,4,0,45,596,1,Bronze,Nellore,33,Female,0.19999999999999996
BK02949,CUST0275,STYLIST04,Hair Spa,2026-01-19,16,0,2,60,955,1,Bronze,Chennai,31,Female,0.16666666666666663
BK02950,CUST0283,STYLIST09,Hair Colour,2024-08-31,19,5,1,90,1457,1,Bronze,Chennai,36,Female,0.25
BK02951,CUST0490,STYLIST01,Waxing,2025-06-11,13,2,1,30,317,1,Silver,Hyderabad,46,Female,0.0
BK02952,CUST0457,STYLIST10,Facial,2026-01-12,17,0,0,60,863,1,Platinum,Nellore,46,Female,0.11111111111111116
BK02953,CUST0037,STYLIST02,Haircut,2025-08-15,17,4,0,30,353,1,Silver,Hyderabad,33,Female,0.07692307692307687
BK02954,CUST0473,STYLIST05,Haircut,2025-03-05,10,2,2,30,393,1,Bronze,Nellore,50,Other,0.33333333333333337
BK02955,CUST0312,STYLIST08,Manicure,2024-11-27,15,2,3,45,460,1,Bronze,Nellore,51,Female,0.33333333333333337
BK02956,CUST0230,STYLIST10,Waxing,2025-08-14,16,3,1,30,378,1,Bronze,Chennai,33,Male,0.125
BK02957,CUST0389,STYLIST02,Haircut,2024-05-04,14,5,2,30,351,1,Bronze,Nellore,54,Male,0.2142857142857143
BK02958,CUST0163,STYLIST08,Hair Spa,2024-08-29,16,3,2,60,834,1,Silver,Nellore,53,Female,0.09090909090909094
BK02959,CUST0174,STYLIST05,Haircut,2025-07-25,16,4,1,30,360,1,Silver,Nellore,41,Female,0.08333333333333337
BK02960,CUST0054,STYLIST05,Haircut,2026-03-04,11,2,1,30,372,1,Bronze,Chennai,46,Female,0.4285714285714286
BK02961,CUST0149,STYLIST08,Hair Colour,2025-04-01,16,1,0,90,1029,0,Bronze,Chennai,29,Female,0.18181818181818177
BK02962,CUST0145,STYLIST07,Bridal Package,2024-08-03,20,5,7,180,8286,1,Bronze,Nellore,28,Male,0.2222222222222222
BK02963,CUST0325,STYLIST02,Bridal Package,2025-06-23,17,0,1,180,13252,1,Silver,Hyderabad,29,Female,0.2727272727272727
BK02964,CUST0014,STYLIST10,Waxing,2025-01-25,10,5,1,30,237,1,Gold,Hyderabad,60,Male,0.3076923076923077
BK02965,CUST0055,STYLIST09,Manicure,2025-07-06,11,6,2,45,442,1,Gold,Hyderabad,34,Male,0.0
BK02966,CUST0119,STYLIST08,Facial,2024-05-15,15,2,1,60,613,1,Platinum,Hyderabad,21,Male,0.0
BK02967,CUST0266,STYLIST07,Pedicure,2025-02-10,10,0,1,45,445,1,Bronze,Chennai,57,Other,0.1428571428571429
BK02968,CUST0294,STYLIST06,Manicure,2024-11-15,15,4,1,45,452,0,Silver,Hyderabad,46,Female,0.125
BK02969,CUST0077,STYLIST01,Manicure,2025-03-29,19,5,2,45,453,1,Bronze,Hyderabad,50,Male,0.3076923076923077
BK02970,CUST0369,STYLIST10,Hair Spa,2024-07-14,12,6,0,60,853,1,Silver,Nellore,57,Female,0.19999999999999996
BK02971,CUST0248,STYLIST05,Facial,2026-01-02,11,4,0,60,694,1,Silver,Chennai,32,Male,0.25
BK02972,CUST0052,STYLIST08,Pedicure,2026-02-04,17,2,1,45,575,1,Silver,Nellore,45,Female,0.2727272727272727
BK02973,CUST0263,STYLIST09,Haircut,2025-03-27,17,3,0,30,291,1,Silver,Chennai,57,Female,0.19999999999999996
BK02974,CUST0265,STYLIST09,Hair Spa,2024-07-14,12,6,7,60,927,1,Silver,Nellore,52,Female,0.15384615384615385
BK02975,CUST0216,STYLIST04,Hair Colour,2025-09-21,16,6,1,90,1809,1,Bronze,Hyderabad,52,Female,0.0625
BK02976,CUST0270,STYLIST01,Waxing,2025-03-05,16,2,0,30,414,1,Gold,Nellore,37,Female,0.0625
BK02977,CUST0491,STYLIST02,Manicure,2025-09-10,10,2,2,45,570,1,Bronze,Chennai,26,Female,0.2222222222222222
BK02978,CUST0246,STYLIST06,Waxing,2025-09-20,18,5,2,30,392,1,Bronze,Nellore,35,Male,0.15384615384615385
BK02979,CUST0017,STYLIST06,Waxing,2025-10-08,11,2,3,30,221,1,Gold,Nellore,33,Female,0.2727272727272727
BK02980,CUST0150,STYLIST02,Facial,2025-01-13,11,0,0,60,818,1,Bronze,Nellore,47,Female,0.23076923076923073
BK02981,CUST0439,STYLIST09,Manicure,2025-09-06,13,5,3,45,352,1,Gold,Bangalore,18,Female,0.0714285714285714
BK02982,CUST0121,STYLIST02,Waxing,2025-06-18,12,2,0,30,205,1,Silver,Nellore,46,Female,0.25
BK02983,CUST0075,STYLIST01,Haircut,2025-08-14,9,3,2,30,368,1,Bronze,Hyderabad,52,Female,0.2222222222222222
BK02984,CUST0048,STYLIST10,Manicure,2025-12-11,11,3,3,45,314,1,Gold,Nellore,42,Female,0.16666666666666663
BK02985,CUST0106,STYLIST06,Hair Colour,2024-08-07,15,2,2,90,964,1,Bronze,Nellore,53,Male,0.18181818181818177
BK02986,CUST0206,STYLIST09,Hair Colour,2024-07-17,12,2,7,90,1027,1,Bronze,Nellore,54,Female,0.1333333333333333
BK02987,CUST0061,STYLIST01,Manicure,2024-11-19,18,1,0,45,395,0,Bronze,Bangalore,60,Male,0.19999999999999996
BK02988,CUST0224,STYLIST08,Waxing,2025-03-28,15,4,3,30,482,0,Bronze,Hyderabad,55,Female,0.11764705882352944
BK02989,CUST0438,STYLIST02,Haircut,2025-12-24,17,2,2,30,251,1,Bronze,Hyderabad,51,Female,0.1428571428571429
BK02990,CUST0014,STYLIST10,Pedicure,2024-12-24,18,1,1,45,643,0,Gold,Hyderabad,60,Male,0.3076923076923077
BK02991,CUST0389,STYLIST04,Haircut,2025-11-15,12,5,3,30,229,0,Bronze,Nellore,54,Male,0.2142857142857143
BK02992,CUST0107,STYLIST05,Waxing,2024-11-03,15,6,0,30,465,1,Gold,Nellore,22,Female,0.25
BK02993,CUST0387,STYLIST07,Pedicure,2025-11-29,18,5,2,45,403,1,Silver,Chennai,61,Female,0.11111111111111116
BK02994,CUST0497,STYLIST07,Bridal Package,2025-12-03,9,2,2,180,10438,1,Bronze,Chennai,27,Female,0.25
BK02995,CUST0106,STYLIST04,Waxing,2024-11-29,17,4,2,30,263,1,Bronze,Nellore,53,Male,0.18181818181818177
BK02996,CUST0012,STYLIST03,Haircut,2024-08-21,9,2,1,30,368,1,Silver,Nellore,32,Female,0.08333333333333337
BK02997,CUST0148,STYLIST06,Hair Spa,2024-05-12,16,6,1,60,963,1,Silver,Nellore,27,Female,0.15384615384615385
BK02998,CUST0269,STYLIST04,Hair Spa,2026-01-07,18,2,3,60,858,1,Bronze,Bangalore,21,Female,0.1428571428571429
BK02999,CUST0041,STYLIST09,Waxing,2024-07-24,18,2,1,30,239,0,Silver,Hyderabad,36,Female,0.33333333333333337
BK03000,CUST0382,STYLIST05,Facial,2025-06-30,12,0,0,60,730,1,Bronze,Nellore,40,Female,0.2142857142857143
BK03001,CUST0169,STYLIST05,Haircut,2026-01-20,14,1,2,30,255,1,Platinum,Nellore,23,Female,0.0
BK03002,CUST0420,STYLIST04,Hair Spa,2026-01-26,18,0,0,60,657,1,Silver,Nellore,23,Female,0.0
BK03003,CUST0262,STYLIST05,Hair Spa,2025-03-28,10,4,1,60,714,1,Bronze,Nellore,58,Female,0.5
BK03004,CUST0316,STYLIST03,Facial,2024-05-25,16,5,2,60,798,1,Bronze,Nellore,32,Male,0.2727272727272727
BK03005,CUST0103,STYLIST03,Manicure,2024-07-09,10,1,1,45,498,0,Platinum,Nellore,59,Female,0.1333333333333333
BK03006,CUST0059,STYLIST06,Hair Colour,2024-07-07,19,6,2,90,1409,1,Silver,Nellore,44,Female,0.1428571428571429
BK03007,CUST0437,STYLIST09,Haircut,2025-06-13,14,4,2,30,225,1,Bronze,Nellore,38,Female,0.09090909090909094
BK03008,CUST0048,STYLIST02,Waxing,2024-12-14,15,5,7,30,421,1,Gold,Nellore,42,Female,0.16666666666666663
BK03009,CUST0260,STYLIST04,Pedicure,2024-09-11,16,2,1,45,434,1,Bronze,Nellore,35,Male,0.19999999999999996
BK03010,CUST0297,STYLIST06,Manicure,2026-03-31,11,1,1,45,445,0,Bronze,Hyderabad,25,Male,0.18181818181818177
BK03011,CUST0303,STYLIST06,Hair Colour,2024-11-06,17,2,7,90,1930,1,Bronze,Nellore,33,Other,0.0
BK03012,CUST0037,STYLIST10,Hair Colour,2024-06-23,19,6,1,90,1747,1,Silver,Hyderabad,33,Female,0.07692307692307687
BK03013,CUST0499,STYLIST05,Hair Colour,2026-04-08,15,2,0,90,1381,1,Silver,Chennai,45,Female,0.2727272727272727
BK03014,CUST0109,STYLIST06,Haircut,2026-04-15,15,2,2,30,345,1,Silver,Nellore,45,Female,0.0
BK03015,CUST0393,STYLIST04,Hair Colour,2025-02-06,9,3,0,90,918,1,Bronze,Hyderabad,45,Female,0.09999999999999998
BK03016,CUST0356,STYLIST09,Hair Spa,2024-05-28,18,1,1,60,686,0,Bronze,Nellore,34,Female,0.19999999999999996
BK03017,CUST0462,STYLIST07,Haircut,2024-09-10,17,1,2,30,309,1,Bronze,Nellore,60,Female,0.125
BK03018,CUST0098,STYLIST08,Haircut,2024-12-11,19,2,2,30,381,1,Bronze,Bangalore,51,Male,0.16666666666666663
BK03019,CUST0078,STYLIST07,Haircut,2026-02-25,17,2,0,30,337,1,Bronze,Nellore,53,Female,0.2857142857142857
BK03020,CUST0229,STYLIST04,Hair Colour,2024-07-10,16,2,0,90,1635,0,Bronze,Hyderabad,45,Female,0.25
BK03021,CUST0197,STYLIST05,Hair Colour,2025-11-10,15,0,1,90,1760,1,Bronze,Hyderabad,29,Male,0.19999999999999996
BK03022,CUST0254,STYLIST02,Waxing,2026-02-19,17,3,1,30,373,1,Gold,Chennai,60,Female,0.1428571428571429
BK03023,CUST0383,STYLIST08,Pedicure,2024-10-27,12,6,2,45,660,1,Silver,Nellore,54,Female,0.11111111111111116
BK03024,CUST0337,STYLIST01,Hair Colour,2026-04-05,17,6,7,90,1970,1,Bronze,Nellore,51,Female,0.09090909090909094
BK03025,CUST0096,STYLIST09,Hair Spa,2024-06-11,12,1,1,60,718,1,Gold,Hyderabad,26,Female,0.3076923076923077
BK03026,CUST0244,STYLIST09,Hair Colour,2025-07-22,12,1,3,90,1991,1,Bronze,Nellore,50,Female,0.11111111111111116
